name,state_code,state_name,country,lat,lng,population
Dearborn,MI,Michigan,US,42.32226,-83.17631,95171
Federal Way,WA,Washington,US,47.32232,-122.31262,95171
Lee's Summit,MO,Missouri,US,38.91084,-94.38217,95094
Asheville,NC,North Carolina,US,35.60095,-82.55402,95056
Spokane Valley,WA,Washington,US,47.67323,-117.23937,94919
Fordham,NY,New York,US,40.85927,-73.89847,94678
Livonia,MI,Michigan,US,42.36837,-83.35271,94635
Roswell,GA,Georgia,US,34.02316,-84.36159,94501
Orem,UT,Utah,US,40.2969,-111.69465,94457
Chomedey,QC,Quebec,CA,45.53333,-73.75,94030
Fall River,MA,Massachusetts,US,41.70149,-71.15505,94000
Lawrence,KS,Kansas,US,38.97167,-95.23525,93917
The Woodlands,TX,Texas,US,30.15799,-95.48938,93847
West Albany,NY,New York,US,42.68313,-73.77845,93794
Yakima,WA,Washington,US,46.60207,-120.5059,93701
Quincy,MA,Massachusetts,US,42.25288,-71.00227,93618
Flatbush,NY,New York,US,40.65205,-73.95903,93361
Hesperia,CA,California,US,34.42639,-117.30088,93295
Carson,CA,California,US,33.83141,-118.28202,93281
Boca Raton,FL,Florida,US,26.35869,-80.0831,93235
Santa Monica,CA,California,US,34.01949,-118.49138,93220
San Marcos,CA,California,US,33.14337,-117.16614,92931
Boyle Heights,CA,California,US,34.0339,-118.20535,92785
Plantation,FL,Florida,US,26.13421,-80.23184,92560
Lynn,MA,Massachusetts,US,42.46676,-70.94949,92457
Miami Beach,FL,Florida,US,25.79065,-80.13005,92312
Arden-Arcade,CA,California,US,38.6025,-121.37854,92186
Westminster,CA,California,US,33.75918,-118.00673,92114
Longmont,CO,Colorado,US,40.16721,-105.10193,92088
Santa Barbara,CA,California,US,34.42083,-119.69819,91842
Pickering,ON,Ontario,CA,43.90012,-79.13289,91771
Redding,CA,California,US,40.58654,-122.39168,91582
Macon,GA,Georgia,US,32.84069,-83.6324,91351
Newmarket,ON,Ontario,CA,44.05011,-79.46631,91034
Meridian,ID,Idaho,US,43.61211,-116.39151,90739
San Leandro,CA,California,US,37.72493,-122.15608,90712
Greenville,NC,North Carolina,US,35.61266,-77.36635,90597
Nanaimo,BC,British Columbia,CA,49.16638,-123.94003,90504
Edmond,OK,Oklahoma,US,35.65283,-97.4781,90092
Airdrie,AB,Alberta,CA,51.30011,-114.03528,90044
Kanata,ON,Ontario,CA,45.3001,-75.91606,90000
Chinatown,NY,New York,US,40.71649,-73.99625,90000
Nampa,ID,Idaho,US,43.54072,-116.56346,89839
Trenton,NJ,New Jersey,US,40.21705,-74.74294,89620
Sandy Hills,UT,Utah,US,40.58106,-111.85077,89575
Newton,MA,Massachusetts,US,42.33704,-71.20922,88817
Toms River,NJ,New Jersey,US,39.95373,-74.19792,88791
Carmel,IN,Indiana,US,39.97837,-86.11804,88713
Norwalk,CT,Connecticut,US,41.1176,-73.4079,88485
Waukegan,IL,Illinois,US,42.36363,-87.84479,88475
Deltona,FL,Florida,US,28.90054,-81.26367,88474
La Haute-Saint-Charles,QC,Quebec,CA,46.89028,-71.37222,88460
Hawthorne,CA,California,US,33.9164,-118.35257,88451
Fort Smith,AR,Arkansas,US,35.38592,-94.39855,88194
North Vancouver,BC,British Columbia,CA,49.31636,-123.06934,88168
Suffolk,VA,Virginia,US,36.72836,-76.58496,88161
Sugar Land,TX,Texas,US,29.61968,-95.63495,88156
Livermore,CA,California,US,37.68187,-121.76801,88126
Nashua,NH,New Hampshire,US,42.76537,-71.46757,87970
Reading,PA,Pennsylvania,US,40.33565,-75.92687,87879
Concord,NC,North Carolina,US,35.40888,-80.58158,87696
Indio,CA,California,US,33.7207,-116.21677,87533
Rio Rancho,NM,New Mexico,US,35.23338,-106.66447,87521
Enchanted Hills,NM,New Mexico,US,35.33676,-106.59296,87521
Santa Fe,NM,New Mexico,US,35.68698,-105.9378,87505
Sandy,UT,Utah,US,40.59161,-111.8841,87461
Whittier,CA,California,US,33.97918,-118.03284,87438
Canarsie,NY,New York,US,40.64372,-73.90069,87366
Kirkland,WA,Washington,US,47.68149,-122.20874,87281
Menifee,CA,California,US,33.72835,-117.14642,87174
Newport Beach,CA,California,US,33.61891,-117.92895,87127
Tracy,CA,California,US,37.73987,-121.42618,87075
Citrus Heights,CA,California,US,38.70712,-121.28106,87056
Bend,OR,Oregon,US,44.05817,-121.31531,87014
Montreal-Nord,QC,Quebec,CA,45.6016,-73.63063,86857
Canton,MI,Michigan,US,42.30865,-83.48216,86825
Lehigh Acres,FL,Florida,US,26.62535,-81.6248,86784
Greenburgh,NY,New York,US,41.03287,-73.84291,86764
Bloomington,MN,Minnesota,US,44.8408,-93.29828,86435
West Town,IL,Illinois,US,41.89381,-87.67493,86429
Germantown,MD,Maryland,US,39.17316,-77.27165,86395
Le Sud-Ouest,QC,Quebec,CA,45.47187,-73.58986,86347
Clifton,NJ,New Jersey,US,40.85843,-74.16376,86334
Duluth,MN,Minnesota,US,46.78327,-92.10658,86110
Moncton,NB,New Brunswick,CA,46.09454,-64.7965,86106
Champaign,IL,Illinois,US,40.11642,-88.24338,86096
Peterborough,ON,Ontario,CA,44.30012,-78.31623,85807
Near North Side,IL,Illinois,US,41.90003,-87.6345,85711
Chino,CA,California,US,34.01223,-117.68894,85595
Alhambra,CA,California,US,34.09529,-118.12701,85551
Ogden,UT,Utah,US,41.223,-111.97383,85444
Redwood City,CA,California,US,37.48522,-122.23635,85288
Bellingham,WA,Washington,US,48.75955,-122.48822,85146
O'Fallon,MO,Missouri,US,38.81061,-90.69985,85040
Repentigny,QC,Quebec,CA,45.74222,-73.45008,84965
Hoover,AL,Alabama,US,33.40539,-86.81138,84848
Melbourne,FL,Florida,US,28.08363,-80.60811,84678
Danbury,CT,Connecticut,US,41.39482,-73.45401,84657
East Norwalk,CT,Connecticut,US,41.10565,-73.39845,84530
Edinburg,TX,Texas,US,26.30174,-98.16334,84497
Sunrise,FL,Florida,US,26.13397,-80.1131,84439
Bloomington,IN,Indiana,US,39.16533,-86.52639,84067
Cicero,IL,Illinois,US,41.84559,-87.75394,83886
Hemet,CA,California,US,33.74761,-116.97307,83861
San Pedro,CA,California,US,33.73585,-118.29229,83556
Ahwatukee Foothills,AZ,Arizona,US,33.34171,-111.98403,83464
Johns Creek,GA,Georgia,US,34.02893,-84.19858,83335
Mission,TX,Texas,US,26.21591,-98.32529,83298
Troy,MI,Michigan,US,42.60559,-83.14993,83280
Buena Park,CA,California,US,33.86751,-117.99812,83270
Mid-City,CA,California,US,34.04126,-118.36058,83000
Palm Coast,FL,Florida,US,29.58497,-81.20784,82893
Charlesbourg,QC,Quebec,CA,46.899,-71.305,82870
Fayetteville,AR,Arkansas,US,36.06258,-94.15743,82830
Sioux City,IA,Iowa,US,42.49999,-96.40031,82821
Saint-Hubert,QC,Quebec,CA,45.50008,-73.41583,82548
Lake Forest,CA,California,US,33.64697,-117.68922,82492
Merced,CA,California,US,37.30216,-120.48297,82436
Longview,TX,Texas,US,32.5007,-94.74049,82287
Maple Ridge,BC,British Columbia,CA,49.21939,-122.60193,82256
Bryan,TX,Texas,US,30.67436,-96.36996,82118
Westland,MI,Michigan,US,42.3242,-83.40021,82000
Warwick,RI,Rhode Island,US,41.7001,-71.41617,81699
Lakewood,CA,California,US,33.85363,-118.13396,81611
Beauport,QC,Quebec,CA,46.85884,-71.19201,81425
Farmington Hills,MI,Michigan,US,42.48531,-83.37716,81330
San Tan Valley,AZ,Arizona,US,33.1911,-111.528,81321
Mount Pleasant,SC,South Carolina,US,32.79407,-79.86259,81317
Cranston,RI,Rhode Island,US,41.77982,-71.43728,81073
Largo,FL,Florida,US,27.90979,-82.78842,81000
East Hastings,BC,British Columbia,CA,49.27169,-123.06186,80740
Homestead,FL,Florida,US,25.46872,-80.47756,80737
South Suffolk,VA,Virginia,US,36.71709,-76.59023,80690
Avondale,AZ,Arizona,US,33.4356,-112.3496,80684
Tustin,CA,California,US,33.74585,-117.82617,80583
Mountain View,CA,California,US,37.38605,-122.08385,80435
Napa,CA,California,US,38.29714,-122.28553,80434
Somerville,MA,Massachusetts,US,42.3876,-71.0995,80318
Kendall,FL,Florida,US,25.67927,-80.31727,80241
Lawrence,MA,Massachusetts,US,42.70704,-71.16311,80231
Parma,OH,Ohio,US,41.40477,-81.72291,79937
New Rochelle,NY,New York,US,40.91149,-73.78235,79846
Lynchburg,VA,Virginia,US,37.41375,-79.14225,79812
Medford,OR,Oregon,US,42.32652,-122.87559,79805
Deerfield Beach,FL,Florida,US,26.31841,-80.09977,79768
Sylmar,CA,California,US,34.30778,-118.44925,79614
Pleasanton,CA,California,US,37.66243,-121.87468,79510
Saint-Leonard,QC,Quebec,CA,45.58773,-73.59501,79495
Willowdale,ON,Ontario,CA,43.76672,-79.39909,79440
Belmont Cragin,IL,Illinois,US,41.9317,-87.76867,79159
Brooklyn Park,MN,Minnesota,US,45.09413,-93.35634,79149
Goodyear,AZ,Arizona,US,33.43532,-112.35821,79003
Prince George,BC,British Columbia,CA,53.9166,-122.75301,78943
New Westminster,BC,British Columbia,CA,49.20678,-122.91092,78916
Kennewick,WA,Washington,US,46.21125,-119.13723,78896
Alameda,CA,California,US,37.77099,-122.26087,78630
Town 'n' Country,FL,Florida,US,28.01057,-82.57732,78442
Bellflower,CA,California,US,33.88168,-118.11701,78441
Chino Hills,CA,California,US,33.9938,-117.75888,78309
Bloomington,IL,Illinois,US,40.4842,-88.99369,78292
Alafaya,FL,Florida,US,28.5641,-81.2114,78113
Springdale,AR,Arkansas,US,36.18674,-94.12881,77859
Racine,WI,Wisconsin,US,42.72613,-87.78285,77742
Hammond,IN,Indiana,US,41.58337,-87.50004,77614
Milpitas,CA,California,US,37.42827,-121.90662,77604
South Surrey,BC,British Columbia,CA,49.05,-122.79167,77170
Gary,IN,Indiana,US,41.59337,-87.34643,77156
Scranton,PA,Pennsylvania,US,41.40916,-75.6649,77118
Baldwin Park,CA,California,US,34.08529,-117.9609,77071
Auburn,WA,Washington,US,47.30732,-122.22845,77006
Les Rivieres,QC,Quebec,CA,46.81847,-71.272,77000
Fishers,IN,Indiana,US,39.95559,-86.01387,76794
Saint Joseph,MO,Missouri,US,39.76861,-94.84663,76780
Caledon,ON,Ontario,CA,43.86544,-79.99322,76581
Pharr,TX,Texas,US,26.1948,-98.18362,76538
Upland,CA,California,US,34.09751,-117.64839,76443
Stoney Creek,ON,Ontario,CA,43.21681,-79.76633,76382
Folsom,CA,California,US,38.67796,-121.17606,76375
Baytown,TX,Texas,US,29.7355,-94.97743,76335
San Ramon,CA,California,US,37.77993,-121.97802,76134
Camden,NJ,New Jersey,US,39.92595,-75.11962,76119
Lake Charles,LA,Louisiana,US,30.21309,-93.2044,76070
Kalamazoo,MI,Michigan,US,42.29171,-85.58723,76041
Brick,NJ,New Jersey,US,40.05928,-74.13708,76021
Arlington Heights,IL,Illinois,US,42.08836,-87.98063,75926
Plymouth,MN,Minnesota,US,45.01052,-93.45551,75907
South Ozone Park,NY,New York,US,40.6701,-73.81902,75878
Doral,FL,Florida,US,25.81954,-80.35533,75874
Waterford,MI,Michigan,US,42.69303,-83.41181,75737
Evanston,IL,Illinois,US,42.04114,-87.69006,75527
Manteca,CA,California,US,37.79743,-121.21605,75448
Wyoming,MI,Michigan,US,42.91336,-85.70531,75275
Loveland,CO,Colorado,US,40.39776,-105.07498,75182
Cheektowaga,NY,New York,US,42.90339,-78.75475,75178
Kings Bridge,NY,New York,US,40.87871,-73.90514,75132
Bismarck,ND,North Dakota,US,46.80833,-100.78374,75092
Perris,CA,California,US,33.78252,-117.22865,74971
Bethlehem,PA,Pennsylvania,US,40.62593,-75.37046,74892
Albany,GA,Georgia,US,31.57851,-84.15574,74843
Schaumburg,IL,Illinois,US,42.03336,-88.08341,74693
Gastonia,NC,North Carolina,US,35.26208,-81.1873,74543
Brownsville,NY,New York,US,40.66094,-73.92014,74497
Union City,CA,California,US,37.59577,-122.01913,74494
Bolingbrook,IL,Illinois,US,41.69864,-88.0684,74306
Iowa City,IA,Iowa,US,41.66113,-91.53017,74220
Layton,UT,Utah,US,41.06022,-111.97105,74143
Missouri City,TX,Texas,US,29.61857,-95.53772,74139
Appleton,WI,Wisconsin,US,44.26193,-88.41538,74139
Shelby,MI,Michigan,US,42.67087,-83.03298,74099
Fort Myers,FL,Florida,US,26.62168,-81.84059,74013
Boynton Beach,FL,Florida,US,26.52535,-80.06643,73966
Jonesboro,AR,Arkansas,US,35.8423,-90.70428,73907
South Lawndale,IL,Illinois,US,41.84364,-87.71255,73826
Logan Square,IL,Illinois,US,41.92337,-87.69922,73702
Rapid City,SD,South Dakota,US,44.08054,-103.23101,73569
Warner Robins,GA,Georgia,US,32.61574,-83.62664,73490
Rochester Hills,MI,Michigan,US,42.65837,-83.14993,73424
Cloverdale,BC,British Columbia,CA,49.10797,-122.7276,73355
Decatur,IL,Illinois,US,39.84031,-88.9548,73254
Pierrefonds-Roxboro,QC,Quebec,CA,45.5019,-73.8417,73194
Southfield,MI,Michigan,US,42.47337,-83.22187,73156
Saint George,UT,Utah,US,37.10415,-113.58412,72897
New Britain,CT,Connecticut,US,41.66121,-72.77954,72808
Daytona Beach,FL,Florida,US,29.21081,-81.02283,72647
Franklin,TN,Tennessee,US,35.92506,-86.86889,72639
Nutana Sector,SK,Saskatchewan,CA,52.09998,-106.63709,72564
Turlock,CA,California,US,37.49466,-120.84659,72292
Temple,TX,Texas,US,31.09823,-97.34278,72277
West Ridge,IL,Illinois,US,41.99975,-87.69284,72211
Apple Valley,CA,California,US,34.50083,-117.18588,72174
Sarnia,ON,Ontario,CA,42.97866,-82.40407,72125
Sault Ste. Marie,ON,Ontario,CA,46.51677,-84.33325,72051
Lynwood,CA,California,US,33.93029,-118.21146,71989
Waukesha,WI,Wisconsin,US,43.01168,-88.23148,71970
Canton,OH,Ohio,US,40.79895,-81.37845,71885
Gulfport,MS,Mississippi,US,30.36742,-89.09282,71856
Saint John,NB,New Brunswick,CA,45.27076,-66.05616,71808
Pawtucket,RI,Rhode Island,US,41.87871,-71.38256,71591
Lauderhill,FL,Florida,US,26.14036,-80.21338,71579
Rock Hill,SC,South Carolina,US,34.92487,-81.02508,71548
Silver Spring,MD,Maryland,US,38.99067,-77.02609,71452
West Gulfport,MS,Mississippi,US,30.40409,-89.0942,71329
Flower Mound,TX,Texas,US,33.01457,-97.09696,71253
Centreville,VA,Virginia,US,38.84039,-77.42888,71135
Lafayette,IN,Indiana,US,40.4167,-86.87529,71111
Passaic,NJ,New Jersey,US,40.85677,-74.12848,71085
Riverview,FL,Florida,US,27.86614,-82.32648,71050
Redlands,CA,California,US,34.05557,-117.18254,71035
Missoula,MT,Montana,US,46.87215,-113.994,71022
Rancho Cordova,CA,California,US,38.58907,-121.30273,71017
Wilmington,DE,Delaware,US,39.74595,-75.54659,70898
Sherwood Park,AB,Alberta,CA,53.51684,-113.3187,70618
New Braunfels,TX,Texas,US,29.703,-98.12445,70543
Cherry Hill,NJ,New Jersey,US,39.93484,-75.03073,70475
Grande Prairie,AB,Alberta,CA,55.16667,-118.80271,70385
Flagstaff,AZ,Arizona,US,35.19807,-111.65127,70320
Confederation,SK,Saskatchewan,CA,52.13912,-106.70356,70192
Muncie,IN,Indiana,US,40.19338,-85.38636,70087
Mira Mesa,CA,California,US,32.9156,-117.14392,70000
Woodland Hills,CA,California,US,34.16834,-118.60592,70000
Weston,FL,Florida,US,26.10037,-80.39977,69959
Brossard,QC,Quebec,CA,45.45008,-73.46583,69575
Frederick,MD,Maryland,US,39.41427,-77.41054,69479
Pasco,WA,Washington,US,46.23958,-119.10057,69451
Pittsburg,CA,California,US,38.02798,-121.88468,69424
Ridgewood,NY,New York,US,40.7001,-73.90569,69317
Palatine,IL,Illinois,US,42.1103,-88.03424,69308
Verdun,QC,Quebec,CA,45.46005,-73.57058,69229
North Richland Hills,TX,Texas,US,32.8343,-97.2289,69204
Union City,NJ,New Jersey,US,40.77955,-74.02375,69156
Kissimmee,FL,Florida,US,28.30468,-81.41667,69152
Chicoutimi,QC,Quebec,CA,48.41963,-71.06369,69004
Walnut Creek,CA,California,US,37.90631,-122.06496,68910
Cordova,TN,Tennessee,US,35.15565,-89.7762,68779
Mount Vernon,NY,New York,US,40.9126,-73.83708,68628
Conroe,TX,Texas,US,30.31188,-95.45605,68602
Dothan,AL,Alabama,US,31.22323,-85.39049,68567
Northridge,CA,California,US,34.22834,-118.53675,68469
Waterloo,IA,Iowa,US,42.49276,-92.34296,68460
Maple Grove,MN,Minnesota,US,45.07246,-93.45579,68385
Framingham,MA,Massachusetts,US,42.27926,-71.41617,68318
Redondo Beach,CA,California,US,33.84918,-118.38841,68166
Notre-Dame-de-Grace,QC,Quebec,CA,45.47675,-73.61432,68152
Bossier City,LA,Louisiana,US,32.51599,-93.73212,68094
Yorba Linda,CA,California,US,33.88863,-117.81311,67973
Woodbury,MN,Minnesota,US,44.92386,-92.95938,67855
Eau Claire,WI,Wisconsin,US,44.81135,-91.49849,67778
Waldorf,MD,Maryland,US,38.62456,-76.93914,67752
Forest Hills,NY,New York,US,40.71621,-73.85014,67714
Davis,CA,California,US,38.54491,-121.74052,67666
Glen Burnie,MD,Maryland,US,39.16261,-76.62469,67639
Camarillo,CA,California,US,34.21639,-119.0376,67608
Victoria,TX,Texas,US,28.80527,-97.0036,67574
Gaithersburg,MD,Maryland,US,39.14344,-77.20137,67456
Jacksonville,NC,North Carolina,US,34.75405,-77.43024,67357
South San Francisco,CA,California,US,37.65466,-122.40775,67271
Kenner,LA,Louisiana,US,29.99409,-90.24174,67091
Jackson Heights,NY,New York,US,40.75566,-73.88541,67067
Rockville,MD,Maryland,US,39.084,-77.15276,66980
Jackson,TN,Tennessee,US,35.61452,-88.81395,66975
Lincoln Park,IL,Illinois,US,41.9217,-87.64783,66959
Yuba City,CA,California,US,39.14045,-121.61691,66941
Portland,ME,Maine,US,43.65737,-70.2589,66881
Palo Alto,CA,California,US,37.44188,-122.14302,66853
Casas Adobes,AZ,Arizona,US,32.32341,-110.9951,66795
Marysville,WA,Washington,US,48.05176,-122.17708,66773
South Jordan,UT,Utah,US,40.56217,-111.92966,66648
Fort McMurray,AB,Alberta,CA,56.72676,-111.38103,66573
Oshkosh,WI,Wisconsin,US,44.02471,-88.54261,66555
North Little Rock,AR,Arkansas,US,34.76954,-92.26709,66504
Bayside,NY,New York,US,40.76844,-73.77708,66455
Bayonne,NJ,New Jersey,US,40.66871,-74.11431,66311
Eagan,MN,Minnesota,US,44.80413,-93.16689,66286
Delray Beach,FL,Florida,US,26.46146,-80.07282,66255
Granby,QC,Quebec,CA,45.40008,-72.73243,66222
Johnson City,TN,Tennessee,US,36.31344,-82.35347,66027
Dale City,VA,Virginia,US,38.63706,-77.31109,65969
Cedar Park,TX,Texas,US,30.5052,-97.82029,65945
Waterfront Communities-The Island,ON,Ontario,CA,43.63388,-79.3772,65913
Parkchester,NY,New York,US,40.83899,-73.86041,65876
Atascocita,TX,Texas,US,29.99883,-95.1766,65844
Saint Cloud,MN,Minnesota,US,45.5608,-94.16249,65842
Ellicott City,MD,Maryland,US,39.26733,-76.79831,65834
Laguna Niguel,CA,California,US,33.52253,-117.70755,65806
Saint Charles,MO,Missouri,US,38.78394,-90.48123,65794
Harlingen,TX,Texas,US,26.19063,-97.6961,65774
Fleetwood,BC,British Columbia,CA,49.16667,-122.8,65565
San Clemente,CA,California,US,33.42697,-117.61199,65526
West Lynchburg,VA,Virginia,US,37.4032,-79.17808,65517
Middletown,NJ,New Jersey,US,40.39428,-74.11709,65490
Framingham Center,MA,Massachusetts,US,42.29732,-71.43701,65413
Schenectady,NY,New York,US,42.81424,-73.93957,65305
Cheyenne,WY,Wyoming,US,41.13998,-104.82025,65132
Broomfield,CO,Colorado,US,39.92054,-105.08665,65065
Ames,IA,Iowa,US,42.03471,-93.61994,65060
Park Slope,NY,New York,US,40.6701,-73.98597,65047
Shawnee,KS,Kansas,US,39.04167,-94.72024,65046
Reseda,CA,California,US,34.20112,-118.53647,65000
Guildford,BC,British Columbia,CA,49.19167,-122.8,64985
Conway,AR,Arkansas,US,35.0887,-92.4421,64980
East Orange,NJ,New Jersey,US,40.76732,-74.20487,64949
Portage Park,IL,Illinois,US,41.95781,-87.76506,64841
Skokie,IL,Illinois,US,42.03336,-87.73339,64821
West Bloomfield Township,MI,Michigan,US,42.56891,-83.38356,64690
Tamarac,FL,Florida,US,26.21286,-80.24977,64681
Youngstown,OH,Ohio,US,41.09978,-80.64952,64628
Lodi,CA,California,US,38.1302,-121.27245,64596
North Hollywood,CA,California,US,34.17223,-118.37897,64587
Greenville,SC,South Carolina,US,34.85262,-82.39401,64579
Celina,TX,Texas,US,33.32456,-96.78444,64427
Mansfield,TX,Texas,US,32.56319,-97.14168,64274
Santa Cruz,CA,California,US,36.97412,-122.0308,64220
Pico Rivera,CA,California,US,33.98307,-118.09673,64218
Madera,CA,California,US,36.96134,-120.06072,64208
Janesville,WI,Wisconsin,US,42.68279,-89.01872,64123
West Des Moines,IA,Iowa,US,41.57721,-93.71133,64113
Montebello,CA,California,US,34.00946,-118.10535,63921
Georgetown,TX,Texas,US,30.63269,-97.67723,63716
Hull,QC,Quebec,CA,45.42761,-75.71056,63702
Alpharetta,GA,Georgia,US,34.07538,-84.29409,63693
Lorain,OH,Ohio,US,41.45282,-82.18237,63647
Bowling Green,KY,Kentucky,US,36.99032,-86.4436,63616
Flatlands,NY,New York,US,40.62122,-73.93486,63601
Dundalk,MD,Maryland,US,39.25066,-76.52052,63597
Eden Prairie,MN,Minnesota,US,44.85469,-93.47079,63496
North Bergen,NJ,New Jersey,US,40.80427,-74.01208,63484
Florence-Graham,CA,California,US,33.96772,-118.24438,63387
Waltham,MA,Massachusetts,US,42.37649,-71.23561,63378
West Hartford,CT,Connecticut,US,41.76204,-72.74204,63268
Rogers,AR,Arkansas,US,36.33202,-94.11854,63159
Medicine Hat,AB,Alberta,CA,50.03928,-110.67661,63138
Fredericton,NB,New Brunswick,CA,45.94541,-66.66558,63116
Carol City,FL,Florida,US,25.94065,-80.2456,63031
Halton Hills,ON,Ontario,CA,43.6403,-79.93146,62951
Encinitas,CA,California,US,33.03699,-117.29198,62930
Brighouse-City Centre,BC,British Columbia,CA,49.16667,-123.13333,62855
East Village,NY,New York,US,40.72927,-73.98736,62832
Haverhill,MA,Massachusetts,US,42.7762,-71.07728,62765
Jupiter,FL,Florida,US,26.93422,-80.09421,62707
Council Bluffs,IA,Iowa,US,41.26194,-95.86083,62597
Wellington,FL,Florida,US,26.65868,-80.24144,62560
West Coon Rapids,MN,Minnesota,US,45.15969,-93.34967,62528
North Miami,FL,Florida,US,25.89009,-80.18671,62435
Hamilton,OH,Ohio,US,39.3995,-84.56134,62407
North Port,FL,Florida,US,27.04422,-82.23593,62345
Tulare,CA,California,US,36.20773,-119.34734,62315
Coon Rapids,MN,Minnesota,US,45.11997,-93.28773,62240
Millcreek,UT,Utah,US,40.68689,-111.87549,62139
La Habra,CA,California,US,33.93196,-117.94617,62131
Blaine,MN,Minnesota,US,45.1608,-93.23495,62124
Auburn,AL,Alabama,US,32.60986,-85.48078,62059
Downtown Vancouver,BC,British Columbia,CA,49.27784,-123.12794,62030
Lake Elsinore,CA,California,US,33.66808,-117.32726,61981
Carmichael,CA,California,US,38.61713,-121.32828,61762
Taylor,MI,Michigan,US,42.24087,-83.26965,61568
Burnsville,MN,Minnesota,US,44.76774,-93.27772,61481
Monterey Park,CA,California,US,34.06251,-118.12285,61468
Castro Valley,CA,California,US,37.6941,-122.08635,61388
Irvington,NJ,New Jersey,US,40.73232,-74.23487,61323
Rocklin,CA,California,US,38.79073,-121.23578,61213
Utica,NY,New York,US,43.1009,-75.23266,61100
Malden,MA,Massachusetts,US,42.4251,-71.06616,61068
National City,CA,California,US,32.67811,-117.0992,61060
Financial District,NY,New York,US,40.70789,-74.00857,60976
Springfield,OR,Oregon,US,44.04624,-123.02203,60870
Bethesda,MD,Maryland,US,38.98067,-77.10026,60858
Norfolk County,ON,Ontario,CA,42.8334,-80.38297,60847
Terre Haute,IN,Indiana,US,39.4667,-87.41391,60825
Vineland,NJ,New Jersey,US,39.48623,-75.02573,60818
