name,state_code,state_name,country,lat,lng,population
Acme,PA,Pennsylvania,US,40.12674,-79.42865,3833
Bisset,AB,Alberta,CA,53.45833,-113.39861,3831
Lincoln Heights,OH,Ohio,US,40.77145,-82.48433,3831
Richwood,TX,Texas,US,29.05608,-95.40994,3830
Albia,IA,Iowa,US,41.02667,-92.80575,3829
Society Hill,NJ,New Jersey,US,40.53399,-74.45793,3829
Sewickley,PA,Pennsylvania,US,40.53646,-80.1845,3829
Morada,CA,California,US,38.03853,-121.24578,3828
Olivarez,TX,Texas,US,26.22841,-97.99223,3827
Sherman,CT,Connecticut,US,41.57926,-73.49568,3827
Rocky Ford,CO,Colorado,US,38.05251,-103.72023,3827
South Russell,OH,Ohio,US,41.43144,-81.36539,3826
Eastland,TX,Texas,US,32.40152,-98.81756,3825
Monticello,IA,Iowa,US,42.23834,-91.18709,3825
Indian Head Park,IL,Illinois,US,41.77031,-87.90228,3824
Maytown,PA,Pennsylvania,US,40.07537,-76.58219,3824
Plainwell,MI,Michigan,US,42.44004,-85.6489,3822
Cayuga Heights,NY,New York,US,42.4601,-76.48776,3822
Newfane,NY,New York,US,43.28672,-78.71031,3822
North Hudson,WI,Wisconsin,US,44.99302,-92.75687,3822
Desert Edge,CA,California,US,33.92417,-116.44139,3822
Merchantville,NJ,New Jersey,US,39.94734,-75.06656,3821
Roosevelt Park,MI,Michigan,US,43.1964,-86.27228,3821
Ashburn,GA,Georgia,US,31.70601,-83.65322,3820
La Cienega,NM,New Mexico,US,35.56281,-106.13086,3819
Port Monmouth,NJ,New Jersey,US,40.43011,-74.09847,3818
Rosita North,TX,Texas,US,28.65644,-100.42218,3818
Lantzville,BC,British Columbia,CA,49.2454,-124.07547,3817
DeMotte,IN,Indiana,US,41.19504,-87.19864,3814
Hesston,KS,Kansas,US,38.13834,-97.43143,3813
Lawnton,PA,Pennsylvania,US,40.25842,-76.80386,3813
Balwin,AB,Alberta,CA,53.58787,-113.45452,3811
Emmetsburg,IA,Iowa,US,43.11274,-94.68304,3811
Shrewsbury,NJ,New Jersey,US,40.18261,-74.52932,3809
Central Frederick,ON,Ontario,CA,43.45466,-80.47902,3808
Chesterfield Court House,VA,Virginia,US,37.37709,-77.50499,3808
Broadway,VA,Virginia,US,38.61317,-78.79891,3807
Fairview,NJ,New Jersey,US,40.37316,-74.08681,3806
Eden,NY,New York,US,41.28871,-74.49433,3806
Bishop,CA,California,US,37.36354,-118.39511,3806
Nome,AK,Alaska,US,64.50111,-165.40639,3806
Banff Trail,AB,Alberta,CA,51.0743,-114.11242,3805
Edgewood,NM,New Mexico,US,35.06144,-106.19141,3805
Makua Valley,HI,Hawaii,US,21.52021,-158.22142,3805
Greentown,OH,Ohio,US,40.92756,-81.40261,3804
Spring House,PA,Pennsylvania,US,40.18539,-75.22768,3804
L'Islet-sur-Mer,QC,Quebec,CA,47.12868,-70.3707,3803
Lake Tansi,TN,Tennessee,US,35.87285,-85.0544,3803
Sunset Beach,NC,North Carolina,US,33.88073,-78.51223,3801
Thompson's Station,TN,Tennessee,US,35.80201,-86.91139,3801
El Jebel,CO,Colorado,US,39.39498,-107.09033,3801
British Properties,BC,British Columbia,CA,49.35,-123.13333,3800
Hardin,MT,Montana,US,45.73248,-107.61203,3800
Falmouth,MA,Massachusetts,US,41.5515,-70.61475,3799
Avalon,CA,California,US,33.34281,-118.32785,3799
Lansford,PA,Pennsylvania,US,40.83176,-75.88242,3798
Gouverneur,NY,New York,US,44.33673,-75.46299,3797
Massey Place,SK,Saskatchewan,CA,52.14143,-106.71923,3796
Golden Beach,MD,Maryland,US,38.48985,-76.68218,3796
Kings Beach,CA,California,US,39.23768,-120.02658,3796
Deer Ridge,AB,Alberta,CA,50.92641,-114.01423,3795
Wintersville,OH,Ohio,US,40.37535,-80.70369,3795
Newcomerstown,OH,Ohio,US,40.27229,-81.60595,3794
Yellow Springs,OH,Ohio,US,39.80645,-83.88687,3793
Hiram,GA,Georgia,US,33.87566,-84.76216,3792
Cisco,TX,Texas,US,32.38819,-98.97923,3791
Carter Lake,IA,Iowa,US,41.29055,-95.91807,3791
Beloit,KS,Kansas,US,39.45612,-98.10616,3790
Wilburton,WA,Washington,US,47.60315,-122.18096,3790
Lake Park,NC,North Carolina,US,35.08626,-80.63507,3789
Jackson,LA,Louisiana,US,30.8374,-91.21761,3788
National Harbor,MD,Maryland,US,38.78264,-77.01506,3788
Shannon Hills,AR,Arkansas,US,34.62009,-92.39543,3786
Windsor,NC,North Carolina,US,35.99849,-76.94606,3785
Upland,IN,Indiana,US,40.4756,-85.49442,3785
Blanding,UT,Utah,US,37.62433,-109.47966,3785
Mills,WY,Wyoming,US,42.84052,-106.36586,3785
Saint James City,FL,Florida,US,26.49758,-82.07843,3784
Longbranch,WA,Washington,US,47.20898,-122.7568,3784
Franklinton,LA,Louisiana,US,30.84731,-90.15527,3782
Berkshire Heights,MA,Massachusetts,US,42.18898,-73.369,3781
Claresholm,AB,Alberta,CA,50.03332,-113.58524,3780
Ct 0002,QC,Quebec,CA,45.60412,-73.51716,3780
Rockwell,AR,Arkansas,US,34.46426,-93.13379,3780
Rochester,IL,Illinois,US,39.74949,-89.53176,3779
Armistead Gardens,MD,Maryland,US,39.30177,-76.54941,3779
North Muskegon,MI,Michigan,US,43.25613,-86.26756,3779
Glenwood Landing,NY,New York,US,40.83066,-73.63874,3779
Bryn Mawr,PA,Pennsylvania,US,40.01983,-75.30463,3779
Oak Bluffs,MA,Massachusetts,US,41.45428,-70.56197,3778
Lancaster,WI,Wisconsin,US,42.84749,-90.71068,3778
Broward Estates,FL,Florida,US,26.12564,-80.19338,3777
Vienna,GA,Georgia,US,32.09156,-83.79545,3777
Boyne City,MI,Michigan,US,45.21668,-85.01394,3776
UDistrict,BC,British Columbia,CA,49.03142,-122.29425,3775
Evergreen,AL,Alabama,US,31.4335,-86.95692,3774
Cleveland,GA,Georgia,US,34.59704,-83.76324,3773
Chesterfield,NH,New Hampshire,US,42.8873,-72.47037,3773
Clyde,TX,Texas,US,32.40596,-99.49369,3771
Sweeny,TX,Texas,US,29.03886,-95.69856,3771
Oliver,MD,Maryland,US,39.30802,-76.5993,3771
Kaumakani-Hanapepe,HI,Hawaii,US,21.92358,-159.54283,3769
Todd Creek,CO,Colorado,US,39.97804,-104.87331,3768
Kawailoa,HI,Hawaii,US,21.62315,-158.08041,3768
Carolina Shores,NC,North Carolina,US,33.90101,-78.58057,3767
Southern Shops,SC,South Carolina,US,34.98595,-81.99455,3767
Ballinger,TX,Texas,US,31.73821,-99.94731,3767
Marianna,AR,Arkansas,US,34.77371,-90.75761,3766
Nackawic-Millville,NB,New Brunswick,CA,46.07831,-67.23335,3765
Rochester,WI,Wisconsin,US,42.74141,-88.22426,3765
Metzger,OR,Oregon,US,45.44651,-122.75899,3765
Salton City,CA,California,US,33.29865,-115.95611,3763
Jasper,GA,Georgia,US,34.46787,-84.42909,3762
Palmer Heights,PA,Pennsylvania,US,40.68732,-75.2624,3762
Bagdad,FL,Florida,US,30.5988,-87.03223,3761
Vine Hill,CA,California,US,38.00853,-122.09608,3761
Brighton,SK,Saskatchewan,CA,52.12736,-106.5605,3759
Curtis Bay,MD,Maryland,US,39.22677,-76.58802,3759
Lauraville,MD,Maryland,US,39.34669,-76.57154,3759
Moyock,NC,North Carolina,US,36.5246,-76.17827,3759
Deer Park,IL,Illinois,US,42.16086,-88.08147,3759
Thornwood,NY,New York,US,41.12343,-73.77902,3759
Skippack,PA,Pennsylvania,US,40.22288,-75.39879,3758
Caulfeild,BC,British Columbia,CA,49.35,-123.25,3757
Fruit Hill,OH,Ohio,US,39.07562,-84.36438,3755
Sidney,NY,New York,US,42.3148,-75.39157,3755
Cumberland,BC,British Columbia,CA,49.61634,-125.03613,3753
Hopedale,MA,Massachusetts,US,42.13065,-71.54117,3753
Canton,TX,Texas,US,32.55652,-95.8633,3752
Fairbury,NE,Nebraska,US,40.13722,-97.18059,3751
Waialua,HI,Hawaii,US,21.10028,-156.76139,3751
New-Richmond,QC,Quebec,CA,48.16059,-65.85823,3748
Coal Valley,IL,Illinois,US,41.42865,-90.46096,3748
Forks,WA,Washington,US,47.95036,-124.38549,3747
Northchase,NC,North Carolina,US,34.30782,-77.87749,3747
Collinsville,CT,Connecticut,US,41.81288,-72.9201,3746
Pleasantview,AB,Alberta,CA,53.49167,-113.50833,3745
Northlake,SC,South Carolina,US,34.56622,-82.68402,3745
Venersborg,WA,Washington,US,45.77373,-122.42454,3745
Port Vue,PA,Pennsylvania,US,40.3359,-79.86977,3744
Nowata,OK,Oklahoma,US,36.70065,-95.63803,3743
Turnersville,NJ,New Jersey,US,39.77317,-75.05128,3742
Calcutta,OH,Ohio,US,40.6734,-80.57646,3742
Independence,MN,Minnesota,US,45.02524,-93.70746,3741
Rockland,BC,British Columbia,CA,48.42222,-123.33612,3740
Gibbstown,NJ,New Jersey,US,39.82511,-75.28352,3739
Clifton Forge,VA,Virginia,US,37.81624,-79.82449,3739
Wadsworth,IL,Illinois,US,42.42863,-87.92397,3739
Waverly,NE,Nebraska,US,40.9175,-96.52834,3739
West Pasco,WA,Washington,US,46.24541,-119.18279,3739
Fremont,NH,New Hampshire,US,42.99092,-71.14256,3738
Jamestown,NC,North Carolina,US,35.9943,-79.93531,3737
Manila,AR,Arkansas,US,35.88007,-90.16704,3736
East Rockingham,NC,North Carolina,US,34.91821,-79.76256,3736
South Toms River,NJ,New Jersey,US,39.94206,-74.20431,3736
Heritage Village,CT,Connecticut,US,41.48565,-73.23789,3736
Waukon,IA,Iowa,US,43.26942,-91.4757,3736
Owego,NY,New York,US,42.10341,-76.26215,3736
Kirkness,AB,Alberta,CA,53.61084,-113.38766,3735
Saint Charles,MN,Minnesota,US,43.96941,-92.06433,3735
Metamora,IL,Illinois,US,40.79059,-89.36064,3734
Highland Beach,FL,Florida,US,26.39952,-80.0656,3729
Frackville,PA,Pennsylvania,US,40.78398,-76.23022,3729
West Point,GA,Georgia,US,32.87791,-85.18327,3728
West Liberty,IA,Iowa,US,41.57002,-91.26377,3728
Port Reading,NJ,New Jersey,US,40.56538,-74.26042,3728
Northumberland,PA,Pennsylvania,US,40.89175,-76.79747,3728
Elim,PA,Pennsylvania,US,40.29785,-78.94253,3727
Fort Shawnee,OH,Ohio,US,40.68672,-84.13773,3726
North Park,BC,British Columbia,CA,48.43428,-123.35359,3725
Lyons,KS,Kansas,US,38.34501,-98.20173,3725
Algood,TN,Tennessee,US,36.19589,-85.44858,3725
Wheatland,CA,California,US,39.00989,-121.42301,3725
North East,MD,Maryland,US,39.60011,-75.94133,3723
North El Monte,CA,California,US,34.10279,-118.02423,3723
Escatawpa,MS,Mississippi,US,30.487,-88.552,3722
Boalsburg,PA,Pennsylvania,US,40.77562,-77.7925,3722
Pell Lake,WI,Wisconsin,US,42.53807,-88.35093,3722
Tierra Verde,FL,Florida,US,27.69197,-82.72343,3721
Hudson,NC,North Carolina,US,35.84846,-81.49593,3721
Haut-Madawaska,NB,New Brunswick,CA,47.26057,-68.63689,3720
Emerald Isle,NC,North Carolina,US,34.67794,-76.95078,3720
Burlington,CO,Colorado,US,39.30611,-102.26936,3720
White City,FL,Florida,US,27.37393,-80.33394,3719
Smithton,IL,Illinois,US,38.40866,-89.99205,3719
Sherwood,OH,Ohio,US,39.08478,-84.36077,3719
Kiel,WI,Wisconsin,US,43.91249,-88.03565,3719
East Galt,ON,Ontario,CA,43.35739,-80.30456,3717
North Richmond,CA,California,US,37.95881,-122.36747,3717
Porters Lake,NS,Nova Scotia,CA,44.73768,-63.31307,3716
Placid Lakes,FL,Florida,US,27.24144,-81.40702,3716
Lake Providence,LA,Louisiana,US,32.80499,-91.17098,3715
Roebling,NJ,New Jersey,US,40.11594,-74.78627,3715
Charlotte Harbor,FL,Florida,US,26.95839,-82.06703,3714
Shadyside,OH,Ohio,US,39.97091,-80.75064,3714
Bayport,MN,Minnesota,US,45.02136,-92.78104,3714
Bethel,WA,Washington,US,47.49398,-122.63125,3713
Malartic,QC,Quebec,CA,48.13633,-78.12533,3710
McGuire AFB,NJ,New Jersey,US,40.03977,-74.58174,3710
Oneida,TN,Tennessee,US,36.49813,-84.51272,3709
Zelienople,PA,Pennsylvania,US,40.79451,-80.13673,3709
Raymond,AB,Alberta,CA,49.46382,-112.66024,3708
Pelham,GA,Georgia,US,31.12802,-84.15304,3708
Honea Path,SC,South Carolina,US,34.4465,-82.39151,3707
Adelaide/Churchill,SK,Saskatchewan,CA,52.10004,-106.64506,3706
Dell Rapids,SD,South Dakota,US,43.82608,-96.70616,3706
Hebron,IN,Indiana,US,41.31865,-87.20031,3704
Harrisburg,OR,Oregon,US,44.27401,-123.17065,3704
Saint-Adolphe-d'Howard,QC,Quebec,CA,45.96679,-74.33253,3702
Crawfordville,FL,Florida,US,30.17604,-84.37518,3702
Dover,FL,Florida,US,27.99419,-82.21953,3702
Umatilla,FL,Florida,US,28.92943,-81.66563,3702
Richfield,OH,Ohio,US,41.23978,-81.63818,3702
Aurora,IN,Indiana,US,39.057,-84.90134,3701
Loch Lomond,VA,Virginia,US,38.78623,-77.47804,3701
Arcadia,NB,New Brunswick,CA,45.8081,-66.06383,3700
Ringgold,GA,Georgia,US,34.91591,-85.10912,3700
Nassau,DE,Delaware,US,38.75206,-75.18769,3699
Shark River Hills,NJ,New Jersey,US,40.194,-74.04875,3697
Severance,CO,Colorado,US,40.52415,-104.85108,3697
Maunawili,HI,Hawaii,US,21.37278,-157.77056,3697
Odenville,AL,Alabama,US,33.67732,-86.39665,3695
Stowe,PA,Pennsylvania,US,40.2526,-75.67741,3695
Granger,WA,Washington,US,46.34207,-120.18727,3695
Brittany Farms-Highlands,PA,Pennsylvania,US,40.26901,-75.21401,3695
Lakeview Heights,BC,British Columbia,CA,49.86667,-119.53333,3694
Whitesboro,NY,New York,US,43.12201,-75.29156,3694
Rock Valley,IA,Iowa,US,43.20526,-96.29503,3693
Frederick,OK,Oklahoma,US,34.39203,-99.01841,3692
Laureles,TX,Texas,US,26.10924,-97.49415,3692
Key Center,WA,Washington,US,47.34065,-122.74541,3692
Harrington,DE,Delaware,US,38.92372,-75.5777,3691
Lloyd Harbor,NY,New York,US,40.90343,-73.45984,3690
Nicetown,PA,Pennsylvania,US,40.01317,-75.15684,3690
McElderry Park,MD,Maryland,US,39.29686,-76.58046,3690
Millvale,PA,Pennsylvania,US,40.48007,-79.97839,3689
Horicon,WI,Wisconsin,US,43.45138,-88.63121,3689
Holiday City South,NJ,New Jersey,US,39.95324,-74.23778,3689
Parkesburg,PA,Pennsylvania,US,39.95872,-75.91939,3687
Oracle,AZ,Arizona,US,32.61091,-110.77093,3686
High Point,FL,Florida,US,28.54687,-82.52468,3686
Batchelor Hills,BC,British Columbia,CA,50.71667,-120.36667,3685
Stanley,NC,North Carolina,US,35.35903,-81.09702,3685
Clifton,AZ,Arizona,US,33.0509,-109.29618,3685
Pacheco,CA,California,US,37.98353,-122.07524,3685
Indian River,BC,British Columbia,CA,49.32262,-122.96117,3684
Fairview,NC,North Carolina,US,35.13848,-80.53757,3684
Oakwood,OH,Ohio,US,41.36533,-81.5079,3681
Pemberwick,CT,Connecticut,US,41.02565,-73.66068,3680
King City,OR,Oregon,US,45.391,-122.81578,3680
Boston Seaport,MA,Massachusetts,US,42.34669,-71.04331,3680
Holden Heights,FL,Florida,US,28.49667,-81.38785,3679
Minerva,OH,Ohio,US,40.72978,-81.10538,3678
Eastover,NC,North Carolina,US,35.1,-78.8,3677
Norwood Young America,MN,Minnesota,US,44.77357,-93.92163,3677
Fairview,AB,Alberta,CA,50.98486,-114.061,3675
Stanford,KY,Kentucky,US,37.53119,-84.66189,3675
Eveleth,MN,Minnesota,US,47.46243,-92.53991,3673
Grand Bay,AL,Alabama,US,30.47631,-88.34223,3672
Marlboro Meadows,MD,Maryland,US,38.83622,-76.71497,3672
Dunean,SC,South Carolina,US,34.82484,-82.41929,3671
Copperopolis,CA,California,US,37.98104,-120.64187,3671
Cuthbert,GA,Georgia,US,31.77127,-84.78937,3670
Muttontown,NY,New York,US,40.82399,-73.54763,3670
Marlboro,NY,New York,US,41.60565,-73.97153,3669
Evergreen,WI,Wisconsin,US,44.84247,-89.63762,3669
Hainesville,IL,Illinois,US,42.34502,-88.06786,3668
Hohenwald,TN,Tennessee,US,35.54785,-87.55196,3667
Unadilla,GA,Georgia,US,32.26155,-83.73657,3666
Orrington,ME,Maine,US,44.73118,-68.82643,3666
Camp Lake,WI,Wisconsin,US,42.53474,-88.1437,3665
Rayville,LA,Louisiana,US,32.47736,-91.75485,3664
Dublin,TX,Texas,US,32.08514,-98.34199,3664
Kailua Town,HI,Hawaii,US,21.39266,-157.73536,3664
Black Diamond,AB,Alberta,CA,50.68771,-114.23241,3663
Country Hills,AB,Alberta,CA,51.16359,-114.05468,3660
Mount Orab,OH,Ohio,US,39.02757,-83.91965,3660
Gaylord,MI,Michigan,US,45.02751,-84.67475,3660
West Menlo Park,CA,California,US,37.43355,-122.20302,3659
Mirrormont,WA,Washington,US,47.46232,-121.99567,3659
Wheatland,WY,Wyoming,US,42.05407,-104.95295,3659
Plymouth,NC,North Carolina,US,35.86683,-76.74856,3658
Northern Cambria,PA,Pennsylvania,US,40.65923,-78.78169,3658
Taylor Lake Village,TX,Texas,US,29.57523,-95.05021,3656
Loudoun Valley Estates,VA,Virginia,US,38.98081,-77.5079,3656
Piggott,AR,Arkansas,US,36.38284,-90.19065,3655
Osage,IA,Iowa,US,43.28414,-92.81103,3654
Sidney,ME,Maine,US,44.41312,-69.72893,3653
O'Neill,NE,Nebraska,US,42.45778,-98.64759,3653
Mount Gilead,OH,Ohio,US,40.54923,-82.8274,3653
Fairfield,ON,Ontario,CA,43.46419,-80.49622,3651
Eagle Lake,TX,Texas,US,29.58968,-96.33358,3650
Wellsville,UT,Utah,US,41.63854,-111.93383,3650
Lowell,NC,North Carolina,US,35.26792,-81.10285,3649
Lansing,NY,New York,US,42.48424,-76.47994,3649
Byron,IL,Illinois,US,42.12697,-89.25566,3648
Oglesby,IL,Illinois,US,41.29531,-89.05953,3647
Barkhamsted,CT,Connecticut,US,41.92926,-72.91399,3647
Lincoln,ID,Idaho,US,43.51297,-111.96441,3647
Fox Farm-College,WY,Wyoming,US,41.11203,-104.78546,3647
Desoto Lakes,FL,Florida,US,27.37143,-82.48982,3646
Perth,NY,New York,US,43.01757,-74.19402,3646
Murrieta Hot Springs,CA,California,US,33.56058,-117.15809,3644
Riverwoods,IL,Illinois,US,42.16753,-87.89701,3643
South Dennis,MA,Massachusetts,US,41.68956,-70.15641,3643
Wrightsville,GA,Georgia,US,32.72933,-82.71986,3642
South Vacherie,LA,Louisiana,US,29.94283,-90.69348,3642
Edmondson Village,MD,Maryland,US,39.29511,-76.68164,3642
Somerset,CA,California,US,38.64768,-120.68576,3642
Mill Courtland Woodside Park,ON,Ontario,CA,43.43848,-80.48391,3639
Neuville,QC,Quebec,CA,46.69823,-71.58275,3638
Holt,AL,Alabama,US,33.23401,-87.48445,3638
Carrollton,MO,Missouri,US,39.35835,-93.49577,3638
Northfield,OH,Ohio,US,41.34505,-81.52845,3637
Arabi,LA,Louisiana,US,29.95437,-90.00535,3635
Battle Mountain,NV,Nevada,US,40.64213,-116.93427,3635
East Angus,QC,Quebec,CA,45.48338,-71.66577,3634
L'Ange-Gardien,QC,Quebec,CA,46.91976,-71.08253,3634
Johnson,AR,Arkansas,US,36.13286,-94.16548,3634
Haviland,NY,New York,US,41.76676,-73.90152,3634
Leonardtown,MD,Maryland,US,38.29124,-76.63579,3633
Fox Island,WA,Washington,US,47.25149,-122.62902,3633
Silver Summit,UT,Utah,US,40.74144,-111.48775,3632
Berwyn,PA,Pennsylvania,US,40.04483,-75.43881,3631
Lancaster,NB,New Brunswick,CA,45.24311,-66.14009,3630
Hazel Green,AL,Alabama,US,34.93231,-86.57194,3630
Fairbury,IL,Illinois,US,40.74726,-88.51478,3630
Paoli,IN,Indiana,US,38.55617,-86.46832,3629
Columbus,TX,Texas,US,29.70662,-96.53969,3629
Dannemora,NY,New York,US,44.72143,-73.72375,3629
Westville,NS,Nova Scotia,CA,45.56685,-62.71534,3628
Melody Hill,IN,Indiana,US,38.02615,-87.51585,3628
Grantley,PA,Pennsylvania,US,39.94038,-76.72913,3628
Vivian,LA,Louisiana,US,32.87153,-93.9874,3626
Quartzsite,AZ,Arizona,US,33.66391,-114.22995,3626
Romeo,MI,Michigan,US,42.80281,-83.01299,3625
Cedar Springs,MI,Michigan,US,43.22336,-85.55142,3624
Fort Defiance,AZ,Arizona,US,35.74446,-109.07648,3624
Sagamore,MA,Massachusetts,US,41.77011,-70.52836,3623
Thompsonville,MA,Massachusetts,US,42.31538,-71.18422,3623
Mountain Home,NC,North Carolina,US,35.36956,-82.4929,3622
Hobart,OK,Oklahoma,US,35.0295,-99.09313,3621
Pasadena,NL,Newfoundland and Labrador,CA,49.01671,-57.59837,3620
Newtown Grant,PA,Pennsylvania,US,40.26011,-74.95489,3620
Franklin,NC,North Carolina,US,35.72125,-80.49895,3619
Lyons,NY,New York,US,43.06423,-76.99025,3619
Beaver Dam,KY,Kentucky,US,37.40199,-86.87583,3618
Singac,NJ,New Jersey,US,40.88677,-74.24098,3618
Palmyra,MO,Missouri,US,39.79421,-91.52321,3616
Melrose,MN,Minnesota,US,45.67469,-94.80752,3616
Campbelltown,PA,Pennsylvania,US,40.27759,-76.58525,3616
Mar-Mac,NC,North Carolina,US,35.33488,-78.05582,3615
Castle Pines,CO,Colorado,US,39.45804,-104.89609,3614
Rigaud,QC,Quebec,CA,45.47927,-74.30238,3613
Red Oaks Mill,NY,New York,US,41.65565,-73.87486,3613
Slippery Rock,PA,Pennsylvania,US,41.06395,-80.05645,3613
Tilton,NH,New Hampshire,US,43.4423,-71.58896,3612
Scott Air Force Base,IL,Illinois,US,38.5427,-89.85035,3612
Spring Valley,TX,Texas,US,29.78967,-95.50355,3611
Kane,PA,Pennsylvania,US,41.66284,-78.81114,3610
Carefree,AZ,Arizona,US,33.82226,-111.9182,3610
Kimberly,ID,Idaho,US,42.5338,-114.36476,3610
Genesee,CO,Colorado,US,39.68582,-105.27277,3609
Caswell Hill,SK,Saskatchewan,CA,52.14032,-106.67561,3608
Aina Haina-Hawaii Loa Ridge,HI,Hawaii,US,21.29139,-157.75578,3608
Winston Heights-Mountview,AB,Alberta,CA,51.07383,-114.04247,3605
Pawhuska,OK,Oklahoma,US,36.66784,-96.33723,3605
Mission Hills,KS,Kansas,US,39.01778,-94.6169,3601
Pearl River,MS,Mississippi,US,32.78347,-89.22784,3601
Sloan,NY,New York,US,42.89339,-78.79392,3601
Maeser,UT,Utah,US,40.47718,-109.58681,3601
Ahtanum,WA,Washington,US,46.55957,-120.62201,3601
Esperance,WA,Washington,US,47.78899,-122.35541,3601
West End,BC,British Columbia,CA,49.2,-122.93333,3600
Bulyea Heights,AB,Alberta,CA,53.47497,-113.56948,3600
Holts Summit,MO,Missouri,US,38.64032,-92.12241,3600
North Plymouth,MA,Massachusetts,US,41.97094,-70.68281,3600
Weaverville,CA,California,US,40.73098,-122.94197,3600
Dixmoor,IL,Illinois,US,41.6317,-87.66088,3597
Knox,IN,Indiana,US,41.29588,-86.62501,3597
Saluda,SC,South Carolina,US,34.00152,-81.77205,3596
Yuma,CO,Colorado,US,40.12221,-102.72521,3596
Charleswood,AB,Alberta,CA,51.08991,-114.11666,3595
Greenhills,OH,Ohio,US,39.26811,-84.523,3593
Three Oaks,FL,Florida,US,26.47008,-81.79397,3592
Manhasset Hills,NY,New York,US,40.75927,-73.67985,3592
Benson,NC,North Carolina,US,35.38211,-78.54862,3591
Amberley,OH,Ohio,US,39.20478,-84.428,3591
Carthage,NY,New York,US,43.97812,-75.60936,3591
Seton,AB,Alberta,CA,50.87288,-113.94728,3590
Ozark,AR,Arkansas,US,35.48703,-93.8277,3590
Greenfield,AB,Alberta,CA,53.47222,-113.52778,3589
Spencerport,NY,New York,US,43.18645,-77.8039,3589
Bawcomville,LA,Louisiana,US,32.47042,-92.16736,3588
Contrecoeur,QC,Quebec,CA,45.85008,-73.23245,3587
Red Bud,IL,Illinois,US,38.21172,-89.99427,3586
Elizabethtown,NC,North Carolina,US,34.62934,-78.60529,3586
University Center,VA,Virginia,US,39.05705,-77.44415,3586
Carey,OH,Ohio,US,40.95256,-83.38242,3586
Cardston,AB,Alberta,CA,49.19998,-113.3019,3585
Peralta,NM,New Mexico,US,34.837,-106.69058,3585
Forsyth,IL,Illinois,US,39.93254,-88.95119,3584
Centerville,TN,Tennessee,US,35.77896,-87.46696,3584
Golf Manor,OH,Ohio,US,39.18728,-84.44633,3583
Idyllwild,CA,California,US,33.74002,-116.71891,3583
Leisuretowne,NJ,New Jersey,US,39.89234,-74.7021,3582
Le Roy,IL,Illinois,US,40.35198,-88.76424,3582
Penrose,CO,Colorado,US,38.425,-105.02276,3582
Blackshear,GA,Georgia,US,31.30605,-82.24207,3581
Colonial Beach,VA,Virginia,US,38.25457,-76.96358,3580
Oregon,IL,Illinois,US,42.01475,-89.33233,3580
South Glens Falls,NY,New York,US,43.29924,-73.63512,3580
Port Hadlock-Irondale,WA,Washington,US,48.03273,-122.78529,3580
Morganfield,KY,Kentucky,US,37.68338,-87.91669,3578
Two Harbors,MN,Minnesota,US,47.02271,-91.67073,3578
Tupper Lake,NY,New York,US,44.22395,-74.46406,3577
Bobcaygeon,ON,Ontario,CA,44.5462,-78.54203,3576
Mission Hills,CA,California,US,34.68609,-120.43683,3576
Alnwick,NB,New Brunswick,CA,47.21568,-65.18062,3575
Camden,TN,Tennessee,US,36.05895,-88.09782,3575
Aberdeen,MA,Massachusetts,US,42.34454,-71.1495,3575
Merton,WI,Wisconsin,US,43.14667,-88.30676,3575
Frontenac,MO,Missouri,US,38.63561,-90.41512,3574
Watertown,CT,Connecticut,US,41.60621,-73.11817,3574
Imlay City,MI,Michigan,US,43.02475,-83.07772,3573
Windsor,WI,Wisconsin,US,43.21833,-89.34151,3573
Teague,TX,Texas,US,31.62711,-96.28386,3572
Country Squire Lakes,IN,Indiana,US,39.03478,-85.69858,3571
Arundel,ME,Maine,US,43.38259,-70.47783,3571
Meiners Oaks,CA,California,US,34.44694,-119.27928,3571
Centre,AL,Alabama,US,34.15204,-85.67885,3570
Camden,ME,Maine,US,44.2098,-69.06476,3570
Bunk Foss,WA,Washington,US,47.96171,-122.09441,3570
Rochester,PA,Pennsylvania,US,40.70229,-80.28645,3569
Stanley,WI,Wisconsin,US,44.95997,-90.93708,3569
Noyack,NY,New York,US,40.99566,-72.34119,3568
Brookville,NY,New York,US,40.81316,-73.56735,3566
Centre Square,SK,Saskatchewan,CA,50.44264,-104.60814,3565
Chipley,FL,Florida,US,30.78186,-85.53854,3565
El Dorado Springs,MO,Missouri,US,37.87698,-94.02133,3564
Aledo,IL,Illinois,US,41.19976,-90.74931,3564
Black River Falls,WI,Wisconsin,US,44.29468,-90.85153,3564
Chateau-Richer,QC,Quebec,CA,46.96031,-71.03219,3563
Saint-Andre-Avellin,QC,Quebec,CA,45.7168,-75.06599,3562
Middlebury,IN,Indiana,US,41.67533,-85.7061,3562
Unicoi,TN,Tennessee,US,36.19539,-82.34958,3561
Horseshoe Bay,TX,Texas,US,30.54429,-98.37394,3560
Aina Haina,HI,Hawaii,US,21.28194,-157.7525,3558
Ranlo,NC,North Carolina,US,35.28625,-81.13035,3556
High Bridge,NJ,New Jersey,US,40.66705,-74.89572,3556
Monte Sereno,CA,California,US,37.23633,-121.99246,3556
Landmark,AR,Arkansas,US,34.6112,-92.3196,3555
Ct 0009,QC,Quebec,CA,45.58018,-73.51637,3554
Old Mystic,CT,Connecticut,US,41.39149,-71.96174,3554
